product_id,product_title,rating,total_reviews,price,top_reviews
itm7e75db4f27bd5,"Apple iPhone 16 Pro Max (Black Titanium, 256 GB)",4.7,870,"₹1,34,900",Fully Satisfied with iphone 16 pro max❤️❤️❤️ thank you flipkart ❤️ READ MORE || Best for mobile phone camera 📷 READ MORE
